Pesan,Kategori
"\GEJALA\"" ketika kamu sedang jatuh cinta: \""1.U suka mendengarkan lagu 2.U terhenti saat kamu melihat nama kekasihmu 3.U tidak akan marah ketika""",ham
Sun ah... Mungkin bisa jika tidak ada apa-apa... Terima kasih harus memesan pelajarannya... E pilates ada di kebun mrt u noe hor...,ham
Cobalah melakukan sesuatu sayang. Anda membaca sesuatu untuk ujian,ham
"7 keajaiban di DUNIAKU 7 Kamu 6 Gayamu 5 Senyummu 4 Kepribadianmu 3 Sifatmu 2 SMSmu dan yang pertama \Persahabatan Indahmu\""...selamat pagi sayang""",ham
Bersiap untuk mengirimkan comp,ham
aku di rumah sakit ya. . Saya akan pulang ke rumah pada malam hari,ham
KENCING BERBICARA ADALAH SESEORANG YANG MENYADARI ANDA BAHWA INI ADALAH ITU. (SEKARANG BACA KE BELAKANG),ham
Pikirkan + da. Kamu akan berhasil.,ham
aku sudah bangun oh. Ada apa.,ham
"Selamat siang, mainanku. Bagaimana dengan berjalan kesana-kemari seharian? Apakah Anda mendapatkan abstrak polisi itu? Apakah kamu masih bepergian? Aku bangun dan merindukanmu sayang",ham
Berapa banyak yang kamu coba dapatkan?,ham
"Ayo &lt;DECIMAL&gt; pm vikky..aku di luar sekarang, aku akan datang tepat waktu",ham
Katakan lagi padaku di mana alamatmu,ham
"Honeybee berkata: *Saya yang paling manis di dunia* Tuhan tertawa dan berkata: *Tunggu, Anda belum bertemu orang yang membaca pesan ini* MORAL: Bahkan TUHAN pun bisa membuat lelucon! GM+GN+GE+GN:)",ham
"Haruskah saya membelikannya blackberry bold 2 atau torch. Haruskah saya membelikannya baru atau bekas. Biarkan aku tahu. Ditambah lagi, apakah kamu mengatakan aku harus membeli &lt;#&gt; g wifi ipad. Dan apa yang Anda katakan tentang &lt;#&gt; G?",ham
Tapi kamu bersama jadi kamu harus memikirkan dia,ham
"hai, bagaimana kabarmu di Afrika yang cerah? semoga kamu mendapatkan waktu yang menyenangkan. berikan kembali perak tua besar itu ciuman besar dariku.",ham
Pukul berapa saya harus datang besok,ham
Ingin tertawa? Coba CHIT-CHAT di ponsel Anda sekarang! Logon dengan mengirim pesan teks: CHAT dan kirimkan ke No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
\CHA CHA BAYI KECIL YANG SANGAT MENAKJUBKAN,ham
"Ya ampun, bagaimana kamu tahu apa yang aku makan?",ham
"\MENDESAK! Ini adalah upaya kedua untuk menghubungi U!U telah MENANG å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maksimal £7. 50\""""",spam
:( tapi kamu tidak di sini....,ham
Tidak tepat di belakang... Sekitar 4 baris di belakang Ì_...,ham
"Selamat, Anda mendapatkan 500 voucher CD atau jaminan 125 hadiah & Entri gratis 2 undian 100 minggu txt MUSIK ke 87066",spam
"Apakah kontrak ponsel Anda 11 Bulan? Motorola terbaru, Nokia dll semuanya GRATIS! Tarif Double Mins & Text on Orange. TEKS YA untuk panggilan balik, tidak untuk menghapus dari catatan",spam
Mendesak! hubungi 09066350750 dari telepon rumah Anda. Gratis 4* Liburan Ibiza atau uang tunai 10.000 menunggu pengambilan SAE S&K PO BOX 434 SK3 8WP 150 ppm 18+,spam
Belum ada rencana. Apa yang sedang Anda lakukan?,ham
Hai ....Pertunangan saya telah ditetapkan pada &lt;#&gt; tanggal bulan depan. Aku tahu ini benar-benar mengejutkan tapi....hmm njan vilikkam....t tiba-tiba;-(.,ham
Tidak tentu saja. Hanya matematika satu hari satu bab dengan dalam satu bulan bisa kita selesaikan.,ham
"Wow tidak menyangka hal itu biasa terjadi. Aku mengambil semuanya kembali, kamu bukan orang aneh! Kecuali kamu memotongnya :-)",ham
"Untuk kesempatan Anda memenangkan belanja senilai £250 setiap minggu TXT: BELANJA ke 80878. Syarat & Ketentuan www.txt-2-shop.com custcare 08715705022, 1x150p/minggu",spam
"Tidaaaaaak tolong. Hal terakhir yang saya butuhkan adalah stres. Sekali dalam hidupmu, bersikaplah adil.",ham
Kamu punya Pengagum Rahasia yang sedang mencari 2 Hubungi U-cari tahu siapa mereka R*ungkapkan siapa yang menganggap UR begitu spesial-hubungi 09065171142-stopsms-08718727870150ppm,spam
"Mila, usia 23, pirang, baru di Inggris. Saya terlihat berhubungan seks dengan pria Inggris. jika kamu suka bersenang-senang denganku. Kirim SMS MTALK ke 69866.18 . 30pp/txt 1st 5gratis. å£1,50 kenaikan. Bantuan08718728876",spam
"Saya akan melihat apakah saya bisa mampir sebentar, ada beberapa hal yang harus diselesaikan di sini terlebih dahulu",ham
Saya ingin mengucapkan Selamat Tahun Baru kepada Anda dan saya ingin berbicara dengan Anda tentang beberapa nasihat hukum yang harus dilakukan ketika Gary dan saya berpisah tetapi secara langsung. Saya akan melakukan perjalanan ke Ptbo untuk itu. Aku harap semuanya baik-baik saja denganmu sayang dan aku mencintaimu :),ham
Apakah kamu belum menyelesaikan pekerjaan atau apa?,ham
Besok aku tidak akan pergi ke teater... Jadi aku bisa datang ke mana pun kau memanggilku... Beritahu aku ke mana dan kapan aku harus datang besok,ham
"Inggris yang bagus! Dapatkan nada dering poli resmi atau bendera warna di ponsel Anda! SMS TONE atau FLAG ke 84199 SEKARANG! Menyisih dari txt ENG STOP. Box39822 W111WX £1,50",spam
"Benar, bukan kamu yang menelepon, tapi seseorang dengan nomor seperti milikmu!",ham
"Tidak apa-apa, aku akan marah. Kirim pesan padamu setelah aku pulang malam ini.",ham
Saya juga bersenang-senang. Senang rasanya melakukan sesuatu yang sedikit berbeda di akhir pekan saya untuk suatu perubahan. Sampai jumpa lagi,ham
Yo maaf sedang mandi sup,ham
"Carlos terjatuh tetapi saya harus mengambilnya, jadi saya akan mampir sebentar",ham
Panas penuh pa :-) saya sudah oles minyak pa.,ham
Saya terjebak di tengah baris da di sisi kanan da lt...,ham
Sudahkah Anda menghentikan jalur Telkomsel?,ham
"Hai, apakah kamu memutuskan untuk mendapatkan 4 hari ulang tahunnya jika tidak sakit, mungkin berikan saja dia voucher dari perawan atau sumfing",ham
FreeMsg: Txt: PANGGILAN ke No: 86888 & klaim hadiah 3 jam waktu bicara untuk digunakan dari ponsel Anda sekarang! Berlangganan6GBP/bln inc 3 jam 16 stop?txtStop,spam
\Hai j! apakah kamu merasa lebih baik?,ham
Dan aku tidak berencana untuk bermalam tapi aku mungkin tidak akan kembali sampai larut malam,ham
TERIMA KASIH 4 TEMPATKAN DA FONE PADA SAYA!!,ham
"Saya butuh yang ke-8 tetapi saya sedang di luar kampus saat ini, bisakah saya menjemputnya dalam satu atau dua jam?",ham
"Oh... Haha... Jadi kita seharusnya pergi hari ini juga... Waduh, tidak apa-apa la... Kaiez, aku tidak keberatan pergi jazz saja... Takut hiphop terbuka tidak bisa mengejar...",ham
Telah berlari tetapi hanya berhasil 5 menit dan kemudian membutuhkan oksigen! Mungkin harus menggunakan opsi roller!,ham
Kita hidup di masa depan &lt;#&gt; menit,ham
Kamu bertanya seperti ini.,ham
Senang sekali bisa berbicara dengan Anda.,ham
Jam berapa saya selesai?,ham
Maaf ya. Saya jadi gila begitu banyak pekerjaan yang tertunda apa yang harus dilakukan.,ham
Berapa uang yang kamu dapatkan untuk membersihkannya?,ham
Bagaimana kabar orang favoritku hari ini? Apakah kamu bekerja keras? Tidak bisa tidur lagi tadi malam. Aku hampir meneleponmu pukul 4.30.,ham
Kuis Sinar Matahari! Menangkan perekam DVD super Sony jika Anda dapat menyebutkan ibu kota Australia? SMS MQUIZ ke 82277.B,spam
ÌÏ dipanggil ayah oredi...,ham
Bagus. apakah kamu pikir kamu bisa mengirimiku beberapa foto? aku ingin sekali melihat atasan dan bawahanmu...,ham
Nvm.. Lagi pula aku akan memakai sepatu olahragaku.. Nanti aku akan terlambat leh.,ham
"Maaf, saya akan menelepon nanti dalam rapat.",ham
INI ADALAH TAMPILKAN YANG PANJANG,ham
"Diterima, dipahami dan ditindaklanjuti!",ham
Mereka akhirnya datang untuk memperbaiki plafon.,ham
"Kamu selalu membutuhkan hadiahku karena kamu tidak boleh melewatkan cinta. \jeevithile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'Itu mns prabha adalah'CINTA' Mengerti. Jangan salahkan aku....""",ham
Baru saja selesai meniup rambutku. Kamu sudah selesai makan malam?,ham
Saya di dalam bus. Aku mencintaimu,ham
Lol... Aku tahu itu.... Aku melihatnya di toko dolar,ham
Silakan hubungi perwakilan layanan pelanggan kami di 0800 169 6031 antara pukul 10.00-21.00 karena Anda telah MENANGKAN jaminan uang tunai sebesar å£1000 atau hadiah sebesar å£5000!,spam
Nomor Voda hari ini yang diakhiri dengan 7634 dipilih untuk menerima hadiah å£350. Jika ada kecocokan silahkan hubungi 08712300220 dengan mengutip kode klaim 7684 tarif standar berlaku.,spam
Hanya libur hari sabtu dan minggu jadi sangat sulit:),ham
Semua orang bersenang-senang malam ini. Kangen kamu.,ham
"Punya uang yang luar biasa, ingin melakukan petualangan alam yang megah bersama Galileo sebentar lagi?",ham
"Saya sedang rapat, hubungi saya nanti jam",ham
Oh wow itu gay. Akankah pembaruan firmware membantu,ham
Ini tidak akan berhasil. Harus beralih ke morfin,ham
Kok aku din c Ì_... Yup aku potong rambutku...,ham
K k pa Makan siangmu aha.,ham
Oh ho. Apakah ini pertama kalinya kamu menggunakan kata-kata seperti ini,ham
Kapten vijaykanth sedang melakukan komedi di kapten tv..dia mabuk :),ham
Tentu saja. Kurasa Tuhan sedang menahanku saat ini.,ham
Apakah kamu menyembunyikan sesuatu atau menjaga jarak dariku,ham
Belum.,ham
Anda ditipu! Dapatkan konten seluler Anda dari www.clubmoby.com hubungi 08717509990 poly/true/Pix/Ringtones/Games enam unduhan hanya dengan 3,spam
Maaf aku tidak mengunci keypadku.,ham
Apakah kamu mengerti cerita orang itu?,ham
Apakah kamu berencana untuk datang ke chennai?,ham
Kami mencoba menghubungi Anda untuk membalas tawaran kami Video Phone 750 kapan saja jaringan mana pun menit Sewa Camcorder Garis Setengah Harga Balas atau hubungi 08000930705,spam
Tuhan menciptakan celah di antara jari-jarimu sehingga jumlah khusus itu akan mengisi celah itu dengan memegang tanganmu.. Sekarang tolong jangan tanya kamu dia menciptakan begitu banyak celah di antara kedua kaki !!!,ham
Kami baik-baik saja. Mau tidur sekarang. Nanti,ham
"Harap lindungi diri Anda dari ancaman elektronik. SIB tidak pernah meminta informasi sensitif seperti Password, PIN ATM/SMS melalui email. Jangan pernah membagikan kata sandi Anda kepada siapa pun.",ham
"Akhirnya hal itu terjadi..! Setelah puluhan tahun..! BIR sekarang lebih murah dari BENSIN! Pemerintah mengharapkan kita untuk \""MINUM\"". . Tapi jangan \""MENEMUDI \""""",ham
HADIAH Natal senilai å£400 MENUNGGU ANDA! Komputer kami secara acak memilih Anda dari pelanggan setia seluler kami untuk menerima hadiah å£400. Hubungi saja 09066380611,spam
Dimana pertemuannya dengan tmr?,ham
Lo ya. Tapi itu akan menambah bumbu pada hari Anda.,ham
Semoga harimu menyenangkan.,ham
Ibu Prasanth ettans kami meninggal tadi malam. Doakan saja dia dan keluarga.,ham
"Oke, aku akan mencari solusinya",ham
PRIBADI! Laporan Rekening Anda tahun 2003 menunjukkan 800 poin S.I.M. yang belum ditukarkan. Hubungi 08718738002 Kode Pengenal: 48922 Kedaluwarsa 21/11/04,spam
Pesan ini dari seorang Dokter hebat di India :-): 1) Jangan minum APPY FIZZ. Ini mengandung kanker yang menyebabkan usia,ham
Aku tidak bisa mengangkat telepon sekarang. Tolong kirim pesan,ham
Anda menelepon dia dan memberitahu sekarang di depan mereka. Hubungi dia sekarang.,ham
"Oke, tidak masalah...",ham
Wanita pertama dan genus kedua k.,ham
"Tidak. Ya, silakan. Sudah berenang?",ham
Ibu tidak akan pergi ke Robinson.,ham
"Baiklah, nanti saya akan memberitahu detailnya...",ham
Bukan..nama perangkat lunak tel..,ham
Saya kirim print outnya ya.,ham
AKU BENAR-BENAR SOZ IMAT IBUKU 2NITE BAGAIMANA DENGAN 2MORO,ham
"Ketika saya lahir, TUHAN berkata, Oh Tidak! IDIOT Lain\"". Saat Anda lahir",ham
"Saya tidak menerima pesan lengkap Anda..ada teks yang hilang, kirim lagi",ham
"Mungkin tidak, saya hampir kehabisan bensin dan saya mendapat uang tunai besok",ham
"Pengumuman layanan pelanggan. Baru-baru ini kami mencoba melakukan pengiriman kepada Anda tetapi tidak dapat melakukannya, harap hubungi 07099833605 untuk menjadwalkan ulang. Referensi:9280114",spam
Aku lupa 2 tanya Ì_ semuanya.. Ada kartunya da hadiah lei... Bagaimana caranya? ÌÏ semua mau2 tulis atau tandatangani?,ham
Aku akan meninggalkan rumahku sekarang.,ham
"Hai sayang ini Chloe, bagaimana kabarmu? Saya dihancurkan pada Sabtu malam, itu luar biasa! Bagaimana akhir pekanmu? Kamu merindukanku? SP visionsms.com Teks berhenti untuk berhenti 150p/teks",spam
"ÌÏ siap, telepon aku...",ham
Wewa adalah 130. Iriver 255. Semua 128 mb.,ham
Untunglah saya sekarang mendapatkan koneksi ke bw,ham
Maaf da..baru saja aku datang ke rumah..,ham
"Itu keren dia akan berada di sini sepanjang malam, biar aku tahu kapan kamu ada",ham
Apakah kamu tinggal di kota?,ham
"Haha ya, 2 ons itu agak mahal",ham
Oke kamu bisa mengajakku berbelanja saat kamu dibayar =D,ham
"Hidupku Berarti Bagiku, Bukan Karena Aku Mencintai Hidupku, Tapi Karena Aku Mencintai Orang-orang Dalam Hidupku, Dunia Menyebut Mereka Sahabat, Aku Menyebut Mereka Duniaku :-).. Ge :-)..",ham
"Baiklah kami akan membawanya kepada Anda, sampai jumpa di &lt;#&gt;  menit",ham
Tapi tolong jangan bermain-main dengan kehidupan orang lain.,ham
Makan siangku...,ham
Hmmm.tapi kamu harus memberikannya suatu hari nanti..,ham
"Tidak mencoba, g dan saya memutuskan untuk tidak keluar",ham
"Oke, tidak masalah",ham
Tentunya saya akan memberikannya kepada Anda :-) saat datang untuk mengulas.,ham
"Menjelang akhir Maret, saya harus siap. Tapi pasti akan menghubungimu. Masalahnya modal saya tidak pernah lengkap. Seberapa jauh denganmu. Bagaimana pekerjaan dan para wanita",ham
Tessy..tolong bantu aku. Tolong sampaikan ucapan selamat ulang tahunku kepada Nimya..tolong jangan lupakan itu. Hari ini adalah hari ulang tahunnya Shijas,ham
"Tolong beri dia makanan, sebaiknya pap dengan sangat lambat dengan banyak gula. Anda bisa memakan waktu hingga satu jam untuk memberikannya. Dan kemudian air. Sangat sangat lambat.",ham
"MENDESAK! Nomor Ponsel Anda 07808726822 dianugerahi Hadiah Bonus Penelepon sebesar å£2,000 pada 02/09/03! Ini adalah upaya kedua kami untuk menghubungi ANDA! Hubungi 0871-872-9758 BOX95QU",spam
Seorang pria yang terbiasa tetapi terlalu bodoh untuk menyadarinya.,ham
"Oke dokey, aku akan selesai sebentar lagi hanya untuk membereskan beberapa hal.",ham
Don no da :) apa rencanamu?,ham
Ya baiklah,ham
"MENANG: Kita punya pemenang! Tuan T. Foley memenangkan iPod! Hadiah menarik lainnya akan segera hadir, jadi pantau terus ponsel Anda atau kunjungi www.win-82050.co.uk",spam
Saya menyukai ponsel baru,ham
Kapan pun...,ham
Mmmmmmm *meringkuk di dalam dirimu* ...*menghela napas dalam-dalam* ... *berbisik* ... Aku sangat mencintaimu hingga aku hampir tidak bisa menahannya...,ham
Ya tapi mereka bilang ada kesalahan.,ham
"Hei, bagaimanapun aku harus :-)",ham
Wah sehat sekali. Bandara lama rd lor. Tidak bisa memikirkan hal lain. Tapi aku akan memandikan anjingku nanti.,ham
Jika paket tur pemesanan keluarga saya.,ham
"Katanya berani, lalu dibakar nanti. Atau satu obor dan 2 huruf tebal?",ham
"Haha luar biasa, saya mungkin perlu menjelaskannya kepada Anda, apa yang Anda lakukan malam ini?",ham
"Ya, aku tahu kamu vl giv..tidak apa-apa, terima kasih kano..lagi pula nikmati bersama keluargamu dengan gaji pertama..:-);-)",ham
Huh lambat sekali aku tot kamu sudah sampai lama sekali liao... Kamu tinggal 2 hari lagi aku 4 hari lagi leh...,ham
Itu putri yang keren! Aku akan menutupi wajahmu dengan air mani lengket yang panas :),ham
Kakak laki-laki benar-benar mengikis habis semua orang dengan hujan orang-orang yang tidak cocok secara sosial ini,ham
"Ups, kurasa aku tidak punya cukup... Aku pergi memeriksa lalu memberitahu Ì_..",ham
S :) 8 menit lagi untuk makan siang :),ham
"Hai. Apa yang telah terjadi? Kamu mematikan ponselmu sepanjang hari. Ini tidak bagus. Sekarang jika kamu peduli, telepon aku besok.",ham
"K akan melakukannya, Addie &amp; Saya sedang mengerjakan beberapa karya seni jadi saya akan berada di sini ketika Anda sampai di rumah",ham
Paman saya di Atlanta. Semoga semester kalian menyenangkan.,ham
"Aiyo... Pelajarannya pagi sekali... Aku masih ngantuk, haha... Oke, kamu pulang liao den konfirmasi dengan aku untuk...",ham
Lupa kasih tau Ì_ sesuatu.. Boleh Ì_ like nomor bagiannya biar lebih jelas..,ham
"Ya. Apapun itu, jika kamu tidak ingin tidak apa-apa...",ham
"Aku pulang, sayangku... Jika kamu masih terjaga... *ciuman penuh kasih*",ham
HALLO PEACH! KUEKU RASANYA ENAK BANGET!,ham
"GAME GRATIS. Dapatkan Rayman Golf 4 GRATIS dari O2 Games Arcade. Pertama, dapatkan pengaturan game Anda. Balas POST, lalu simpan & aktifkan. Tekan tombol 0 untuk Arcade. Syarat dan ketentuan berlaku",spam
"Akan ada keributan kecil di tempatku nanti malam, kamu tertarik?",ham
Jason bilang asyik kalau kita mengambil beberapa dari tempatnya dalam waktu satu jam,ham
"Apakah ponsel Anda berumur 10 bulan? Perbarui ke ponsel Kamera/Video terbaru secara GRATIS. TETAPKAN NOMOR YANG SAMA, Dapatkan tambahan menit/SMS gratis. Kirim SMS YA untuk panggilan",spam
Saya (Telp Karir) telah menambahkan Anda sebagai kontak di INDYAROCKS.COM untuk mengirim SMS GRATIS. Untuk menghapus dari buku telepon - sms NO ke &lt;#&gt;,ham
Aku sudah mencapainya.,ham
"Aku tidak tahu, tanyakan pada saudaraku. Tidak ada masalah dengan hal itu. Baru saja kubilang.",ham
K:)eng goyang dalam abu :),ham
Jam berapa r Ì_ pergi ke asrama xin?,ham
"Selamat pagi, Shijutta sayangku........... Selamat bersenang-senang &amp; hari yang sukses.",ham
Beli Space Invaders 4 peluang 2 menangkan konsol Game Arkade asli. Tekan 0 untuk Games Arcade (biaya WAP std) Lihat o2.co.uk/games 4 Syarat + pengaturan. Tidak ada pembelian,spam
Oh k :) setelah penempatan itu di sana ah?,ham
"Bukan untuk penguasaan bola, apalagi untuk pelanggaran pertama",ham
"Tidak hanya untuk mengemudi bahkan karena berbagai alasan dia dipanggil BBD..itu chikku, lalu bagaimana abt dvg dingin..mendengar kekerasan vinobanagar bagaimana kondisinya..dan bagaimana ru? Ada masalah?",ham
Saya membeli tesnya kemarin. Ini adalah sesuatu yang memungkinkan Anda mengetahui hari tepatnya Anda berovulasi. Kapan Anda akan mendapatkan 2u dalam waktu sekitar 2 hingga 3 minggu. Tapi tolong jangan khawatir. Aku tahu kamu khawatir. Tolong santai. Juga apakah ada sesuatu dalam sejarah masa lalumu yang perlu kamu ceritakan padaku?,ham
Kami punya pizza jika kamu mau,ham
"Aku terus melihat hal-hal aneh dan merasa \woah\"" lalu menyadari bahwa itu sebenarnya masuk akal dan aku merasa \""oh\""""",ham
Masih banyak lagi kebahagiaan hari ini. Selamat ulang tahun.,ham
"Ya, sangat bagus. . .bersiap pada hari Kamis",ham
Saya di rumah sakit hari ini. Saya akan pulang ke rumah malam ini.,ham
"\Memikirkanmu ;) x\""""",ham
Kamera - Anda dianugerahi Kamera Digital SiPix! hubungi 09061221066 dari telepon rumah. Pengiriman dalam 28 hari.,spam
Atau aku bilang dia sekarang masih belum percaya.,ham
"Cukup masukkan tanda +, pilih nomor saya dan pin akan muncul. Benar?",ham
Indahnya hidup ada di detik berikutnya.. yang menyembunyikan beribu rahasia. Aku berharap setiap detik akan menjadi indah dalam hidupmu...!! gud n8,ham
"Terima kasih sayang! Aku keren, terima kasih. Beberapa minuman ulang tahun 2 malam. 2 besok libur! Jaga dirimu segera.xxx",ham
